61,1,1,15.04,1
61,1,1,14.96,2
61,1,1,13.17,3
61,1,1,9.29,4
61,1,1,13.96,5
61,1,1,9.87,6
61,1,1,13.67,7
61,1,1,10.25,8
61,1,1,10.83,9
61,1,1,12.58,10
61,1,1,18.5,11
61,1,1,15.04,12
61,1,2,14.71,1
61,1,2,16.88,2
61,1,2,10.83,3
61,1,2,6.5,4
61,1,2,12.62,5
61,1,2,7.67,6
61,1,2,11.5,7
61,1,2,10.04,8
61,1,2,9.79,9
61,1,2,9.67,10
61,1,2,17.54,11
61,1,2,13.83,12
61,1,3,18.5,1
61,1,3,16.88,2
61,1,3,12.33,3
61,1,3,10.13,4
61,1,3,11.17,5
61,1,3,6.17,6
61,1,3,11.25,7
61,1,3,8.04,8
61,1,3,8.5,9
61,1,3,7.67,10
61,1,3,12.75,11
61,1,3,12.71,12
61,1,4,10.58,1
61,1,4,6.63,2
61,1,4,11.75,3
61,1,4,4.58,4
61,1,4,4.54,5
61,1,4,2.88,6
61,1,4,8.63,7
61,1,4,1.79,8
61,1,4,5.83,9
61,1,4,5.88,10
61,1,4,5.46,11
61,1,4,10.88,12
61,1,5,13.33,1
61,1,5,13.25,2
61,1,5,11.42,3
61,1,5,6.17,4
61,1,5,10.71,5
61,1,5,8.21,6
61,1,5,11.92,7
61,1,5,6.54,8
61,1,5,10.92,9
61,1,5,10.34,10
61,1,5,12.92,11
61,1,5,11.83,12
61,1,6,13.21,1
61,1,6,8.12,2
61,1,6,9.96,3
61,1,6,6.67,4
61,1,6,5.37,5
61,1,6,4.5,6
61,1,6,10.67,7
61,1,6,4.42,8
61,1,6,7.17,9
61,1,6,7.5,10
61,1,6,8.12,11
61,1,6,13.17,12
61,1,7,13.5,1
61,1,7,14.29,2
61,1,7,9.5,3
61,1,7,4.96,4
61,1,7,12.29,5
61,1,7,8.33,6
61,1,7,9.17,7
61,1,7,9.29,8
61,1,7,7.58,9
61,1,7,7.96,10
61,1,7,13.96,11
61,1,7,13.79,12
61,1,8,10.96,1
61,1,8,9.75,2
61,1,8,7.62,3
61,1,8,5.91,4
61,1,8,9.62,5
61,1,8,7.29,6
61,1,8,14.29,7
61,1,8,7.62,8
61,1,8,9.25,9
61,1,8,10.46,10
61,1,8,16.62,11
61,1,8,16.46,12
61,1,9,12.58,1
61,1,9,10.83,2
61,1,9,10,3
61,1,9,4.75,4
61,1,9,10.37,5
61,1,9,6.79,6
61,1,9,8.04,7
61,1,9,10.13,8
61,1,9,7.79,9
61,1,9,9.08,10
61,1,9,13.04,11
61,1,9,15.37,12
61,1,10,13.37,1
61,1,10,11.12,2
61,1,10,19.5,3
61,1,10,8.33,4
61,1,10,9.71,5
61,1,10,6.54,6
61,1,10,11.42,7
61,1,10,7.79,8
61,1,10,8.54,9
61,1,10,9,10
61,1,10,8.58,11
61,1,10,11.83,12
61,1,11,10.58,1
61,1,11,9.87,2
61,1,11,8.42,3
61,1,11,2.79,4
61,1,11,8.71,5
61,1,11,7.25,6
61,1,11,7.54,7
61,1,11,8.33,8
61,1,11,5.71,9
61,1,11,8.67,10
61,1,11,20.71,11
61,1,11,16.92,12
61,1,12,19.75,1
61,1,12,12.08,2
61,1,12,18.5,3
61,1,12,10.54,4
61,1,12,10.29,5
61,1,12,9.46,6
61,1,12,15.54,7
61,1,12,11.5,8
61,1,12,10.37,9
61,1,12,14.58,10
61,1,12,15.59,11
61,1,12,14.09,12
61,1,13,9.92,1
61,1,13,3.54,2
61,1,13,8.46,3
61,1,13,2.96,4
61,1,13,2.29,5
61,1,13,0.96,6
61,1,13,4.63,7
61,1,13,0.58,8
61,1,13,2.33,9
61,1,13,3.37,10
61,1,13,5.25,11
61,1,13,7.04,12
61,1,14,9.04,1
61,1,14,5.66,2
61,1,14,7.08,3
61,1,14,0.67,4
61,1,14,2.71,5
61,1,14,1.38,6
61,1,14,3.08,7
61,1,14,2.58,8
61,1,14,0.5,9
61,1,14,2.67,10
61,1,14,7.17,11
61,1,14,5.17,12
61,1,15,12.04,1
61,1,15,9.67,2
61,1,15,11.75,3
61,1,15,2.37,4
61,1,15,7.38,5
61,1,15,3.13,6
61,1,15,2.5,7
61,1,15,6.83,8
61,1,15,4.75,9
61,1,15,5.63,10
61,1,15,7.54,11
61,1,15,6.75,12
61,1,16,16.42,1
61,1,16,11.25,2
61,1,16,15.67,3
61,1,16,4.71,4
61,1,16,11.34,5
61,1,16,6.92,6
61,1,16,9.25,7
61,1,16,8.79,8
61,1,16,8.21,9
61,1,16,7.33,10
61,1,16,13.04,11
61,1,16,9.04,12
61,1,17,17.75,1
61,1,17,14.37,2
61,1,17,17.33,3
61,1,17,10.13,4
61,1,17,13.96,5
61,1,17,13.37,6
61,1,17,13.42,7
61,1,17,11.04,8
61,1,17,8.71,9
61,1,17,11.38,10
61,1,17,15.92,11
61,1,17,16.08,12
61,1,18,19.83,1
61,1,18,12.04,2
61,1,18,20.79,3
61,1,18,18.54,4
61,1,18,13.83,5
61,1,18,10.29,6
61,1,18,17.83,7
61,1,18,11.38,8
61,1,18,14.67,9
61,1,18,16.71,10
61,1,18,8.79,11
61,1,18,17.96,12
61,1,19,4.92,1
61,1,19,3.42,2
61,1,19,7.29,3
61,1,19,1.04,4
61,1,19,3.67,5
61,1,19,3.17,6
61,1,19,3.71,7
61,1,19,2.79,8
61,1,19,1.92,9
61,1,19,2.71,10
61,1,19,6.87,11
61,1,19,7.83,12
61,1,20,9.59,1
61,1,20,11.83,2
61,1,20,7.96,3
61,1,20,1.58,4
61,1,20,7.92,5
61,1,20,5,6
61,1,20,3.17,7
61,1,20,4.92,8
61,1,20,3.13,9
61,1,20,3.37,10
61,1,20,6.5,11
61,1,20,6.79,12
61,1,21,14.33,1
61,1,21,10.25,2
61,1,21,11.92,3
61,1,21,6.13,4
61,1,21,10.04,5
61,1,21,7.67,6
61,1,21,8.04,7
61,1,21,9.17,8
61,1,21,7.04,9
61,1,21,7.87,10
61,1,21,6.75,11
61,1,21,12.42,12
61,1,22,9.59,1
61,1,22,5.88,2
61,1,22,9.92,3
61,1,22,2.17,4
61,1,22,6.87,5
61,1,22,5.5,6
61,1,22,9.38,7
61,1,22,7.04,8
61,1,22,6.34,9
61,1,22,7.5,10
61,1,22,10.88,11
61,1,22,9.92,12
61,1,23,16.54,1
61,1,23,9.96,2
61,1,23,18.54,3
61,1,23,10.46,4
61,1,23,13.5,5
61,1,23,12.67,6
61,1,23,13.7,7
61,1,23,13.75,8
61,1,23,10.75,9
61,1,23,13.17,10
61,1,23,14.79,11
61,1,23,20.58,12
61,1,24,25.04,1
61,1,24,14.83,2
61,1,24,25.84,3
61,1,24,15.67,4
61,1,24,21.46,5
61,1,24,18.58,6
61,1,24,20.38,7
61,1,24,19.38,8
61,1,24,15.37,9
61,1,24,15.12,10
61,1,24,23.09,11
61,1,24,25.25,12
61,1,25,13.62,1
61,1,25,11.17,2
61,1,25,12.67,3
61,1,25,6.04,4
61,1,25,10,5
61,1,25,9.42,6
61,1,25,9.25,7
61,1,25,8.71,8
61,1,25,7.12,9
61,1,25,12.04,10
61,1,25,14.04,11
61,1,25,17.5,12
61,1,26,24.37,1
61,1,26,18.79,2
61,1,26,17.5,3
61,1,26,14.25,4
61,1,26,18.91,5
61,1,26,15.67,6
61,1,26,14.33,7
61,1,26,15.16,8
61,1,26,16.08,9
61,1,26,19.08,10
61,1,26,20.5,11
61,1,26,25.25,12
61,1,27,22.04,1
61,1,27,20.79,2
61,1,27,17.41,3
61,1,27,16.21,4
61,1,27,19.04,5
61,1,27,16.13,6
61,1,27,16.79,7
61,1,27,18.29,8
61,1,27,18.66,9
61,1,27,19.08,10
61,1,27,26.08,11
61,1,27,27.63,12
61,1,28,17.67,1
61,1,28,13.54,2
61,1,28,13.33,3
61,1,28,8.87,4
61,1,28,15.04,5
61,1,28,11.63,6
61,1,28,12.25,7
61,1,28,10.58,8
61,1,28,11.92,9
61,1,28,11.04,10
61,1,28,20.3,11
61,1,28,18.12,12
61,1,29,27.25,1
61,1,29,23.91,2
61,1,29,22.29,3
61,1,29,17.54,4
61,1,29,24.08,5
61,1,29,19.7,6
61,1,29,22,7
61,1,29,20.25,8
61,1,29,21.46,9
61,1,29,19.95,10
61,1,29,27.71,11
61,1,29,23.38,12
61,1,30,12.21,1
61,1,30,11.42,2
61,1,30,10.92,3
61,1,30,7.92,4
61,1,30,13.08,5
61,1,30,9.62,6
61,1,30,14.5,7
61,1,30,10.21,8
61,1,30,9.92,9
61,1,30,11.96,10
61,1,30,18.88,11
61,1,30,19.25,12
61,1,31,24.21,1
61,1,31,19.55,2
61,1,31,16.71,3
61,1,31,11.96,4
61,1,31,14.42,5
61,1,31,10.46,6
61,1,31,14.88,7
61,1,31,8.21,8
61,1,31,10.5,9
61,1,31,9.96,10
61,1,31,12.42,11
61,1,31,13.92,12
61,2,1,14.25,1
61,2,1,15.12,2
61,2,1,9.04,3
61,2,1,5.88,4
61,2,1,12.08,5
61,2,1,7.17,6
61,2,1,10.17,7
61,2,1,3.63,8
61,2,1,6.5,9
61,2,1,5.5,10
61,2,1,9.17,11
61,2,1,8,12
61,2,2,20.17,1
61,2,2,24.21,2
61,2,2,10,3
61,2,2,6.54,4
61,2,2,17.37,5
61,2,2,7.17,6
61,2,2,10.88,7
61,2,2,6.08,8
61,2,2,9.08,9
61,2,2,7.12,10
61,2,2,12.08,11
61,2,2,7.17,12
61,2,3,14.37,1
61,2,3,11.71,2
61,2,3,11.04,3
61,2,3,5.09,4
61,2,3,9.87,5
61,2,3,5.83,6
61,2,3,8.5,7
61,2,3,5.13,8
61,2,3,6.34,9
61,2,3,7.38,10
61,2,3,9.71,11
61,2,3,8.83,12
61,2,4,10.58,1
61,2,4,9.46,2
61,2,4,10.92,3
61,2,4,8.71,4
61,2,4,12.46,5
61,2,4,11.46,6
61,2,4,12.54,7
61,2,4,11.04,8
61,2,4,13.04,9
61,2,4,11.17,10
61,2,4,16.5,11
61,2,4,11.71,12
61,2,5,22,1
61,2,5,16.75,2
61,2,5,19.7,3
61,2,5,11.63,4
61,2,5,14.25,5
61,2,5,12.04,6
61,2,5,13.96,7
61,2,5,15.54,8
61,2,5,13.37,9
61,2,5,13.13,10
61,2,5,19.33,11
61,2,5,14.67,12
61,2,6,24.5,1
61,2,6,20.75,2
61,2,6,20.62,3
61,2,6,15.37,4
61,2,6,25.33,5
61,2,6,17.62,6
61,2,6,19.17,7
61,2,6,18.79,8
61,2,6,18.96,9
61,2,6,14.46,10
61,2,6,26.38,11
61,2,6,21.84,12
61,2,7,18.05,1
61,2,7,14.37,2
61,2,7,14.88,3
61,2,7,9.75,4
61,2,7,10.96,5
61,2,7,11.17,6
61,2,7,14.21,7
61,2,7,9.71,8
61,2,7,13.04,9
61,2,7,12.25,10
61,2,7,15.21,11
61,2,7,17.58,12
61,2,8,24.54,1
61,2,8,21.42,2
61,2,8,21.34,3
61,2,8,11.63,4
61,2,8,17.04,5
61,2,8,14.21,6
61,2,8,16.5,7
61,2,8,17.33,8
61,2,8,14.67,9
61,2,8,17.79,10
61,2,8,23.79,11
61,2,8,19.58,12
61,2,9,17.41,1
61,2,9,15.92,2
61,2,9,13.67,3
61,2,9,10.71,4
61,2,9,14,5
61,2,9,12.92,6
61,2,9,14.37,7
61,2,9,15.71,8
61,2,9,14.46,9
61,2,9,14.67,10
61,2,9,23.04,11
